Woman ID,Residence,Region,Religion,Ethnicity,Age group,Marital state,Current marital state,Highest education qualification,Frequency of reading newspapper,Frequency of watching televisio,Frequency of listening to radio,Frequency of all media combined,Have you ever given birth,Current pregnancy status,Working status,Welth index,Y1
373,1,1,1,1,5,1,2,4,1,1,3,1,1,2,2,4,2
374,1,1,3,5,3,1,1,5,2,1,3,1,2,2,1,5,2
375,1,1,1,1,7,1,1,6,1,3,1,1,1,2,1,5,8
376,1,1,1,1,6,1,1,3,3,2,3,2,1,2,1,5,2
377,1,1,1,1,4,1,1,5,1,1,1,1,1,2,2,5,1
378,1,1,1,1,5,1,1,6,1,1,2,1,1,2,1,5,2
379,1,1,1,1,6,1,1,3,1,1,1,1,1,2,2,5,2
380,1,1,4,1,3,1,1,5,3,1,2,1,1,2,2,5,1
381,1,1,1,1,6,1,1,6,2,2,3,2,1,2,1,5,2
382,1,1,1,1,5,2,3,5,1,1,1,1,1,2,1,5,2
383,1,1,1,1,5,1,1,6,1,2,1,1,2,2,1,5,2
384,1,1,1,1,5,1,1,5,1,1,3,1,1,2,1,5,8
385,1,1,1,1,6,1,2,3,2,2,2,2,1,2,1,3,2
386,1,1,1,1,3,1,1,4,2,1,2,1,1,2,2,5,2
387,1,1,1,1,7,1,1,5,1,1,3,1,1,2,2,5,2
388,1,1,4,1,6,1,1,3,2,1,1,1,1,2,2,5,2
389,1,1,1,1,6,1,1,1,3,1,1,1,2,2,1,5,
390,1,1,4,1,7,1,1,5,1,1,1,1,2,2,1,5,2
391,1,1,1,1,7,1,1,5,1,1,3,1,2,2,2,5,2
392,1,1,1,1,7,1,1,6,1,1,1,1,1,2,1,5,2
393,1,1,5,1,4,1,1,5,1,1,1,1,2,2,1,5,2
394,1,1,5,2,7,1,1,3,3,1,1,1,1,2,1,5,2
395,1,1,1,1,5,1,1,3,2,1,1,1,1,2,2,4,1
396,1,1,1,1,5,1,1,5,1,1,1,1,1,2,2,5,2
397,1,1,1,1,4,1,1,3,3,1,1,1,1,2,1,4,1
398,1,1,1,1,5,1,1,2,3,2,2,2,1,2,2,4,1
399,1,1,1,1,4,1,1,5,1,1,2,1,2,2,1,4,2
400,1,1,1,1,3,1,1,4,1,1,1,1,2,1,2,5,2
401,1,1,1,1,6,1,1,3,2,1,2,1,1,2,2,5,1
402,1,1,1,1,7,1,1,5,2,2,1,1,1,2,2,4,2
403,1,1,1,1,3,1,1,6,1,2,1,1,2,2,1,5,2
404,1,1,1,1,5,1,1,3,1,1,3,1,1,1,2,3,2
405,1,1,1,1,6,1,1,5,2,1,1,1,1,2,2,5,2
406,1,1,1,1,5,1,1,3,2,1,3,1,1,2,2,3,1
407,1,1,1,1,3,1,1,3,2,1,1,1,1,2,2,5,8
408,1,1,1,1,4,1,1,6,2,1,1,1,1,2,1,5,1
409,1,1,1,1,7,1,1,5,1,2,3,1,1,2,1,5,2
410,1,1,1,1,6,1,1,3,1,1,1,1,1,2,2,4,2
411,1,1,1,1,5,1,2,4,1,1,1,1,1,2,2,3,1
412,1,1,1,1,6,1,1,5,1,1,3,1,1,2,2,4,2
413,1,1,1,1,6,1,2,3,1,1,1,1,1,2,2,5,1
414,1,1,1,1,7,1,1,5,1,1,2,1,1,2,1,5,2
415,1,1,1,1,3,1,1,3,2,1,1,1,1,2,2,3,2
416,1,1,1,1,6,1,1,5,2,1,2,1,1,2,1,5,1
417,1,1,1,1,5,1,1,5,1,1,1,1,1,2,2,5,2
418,1,1,1,1,5,1,1,4,1,1,1,1,1,2,2,5,1
419,1,1,1,1,6,1,1,6,1,1,1,1,2,2,1,5,2
420,1,1,4,2,6,1,1,2,2,1,3,1,1,2,1,4,8
421,1,1,1,1,7,1,1,4,1,2,1,1,1,2,2,5,2
422,1,1,1,1,6,1,1,5,1,1,1,1,1,2,2,5,2
423,1,1,1,1,7,1,1,5,1,1,1,1,1,2,2,5,2
424,1,1,1,1,7,1,1,4,1,1,1,1,1,2,1,5,2
425,1,1,5,1,5,1,1,5,1,1,1,1,1,2,1,5,2
426,1,1,1,1,5,1,1,4,1,1,1,1,1,2,2,5,1
427,1,1,1,1,7,1,1,3,1,1,2,1,1,2,2,4,1
428,1,1,1,1,4,1,1,3,1,3,1,1,1,2,2,4,2
429,1,1,1,1,6,1,1,3,3,2,2,2,1,2,1,2,2
430,1,1,1,1,5,1,2,3,2,1,1,1,1,2,1,3,1
431,1,1,1,1,6,1,1,4,2,1,3,1,1,2,2,5,2
432,1,1,1,1,7,2,3,3,1,1,1,1,2,2,1,5,1
433,1,1,1,1,2,1,1,5,2,1,1,1,1,2,2,3,2
434,1,1,1,1,4,1,1,4,2,1,3,1,1,2,1,4,2
435,1,1,1,1,5,1,1,3,2,1,2,1,1,2,2,4,2
436,1,1,1,1,3,1,1,5,1,1,1,1,1,2,1,5,2
437,1,1,1,1,5,1,1,3,2,1,1,1,1,2,2,5,2
438,1,1,1,1,3,1,1,5,1,1,2,1,2,2,2,5,2
439,1,1,1,1,7,1,2,3,2,1,1,1,1,2,1,4,2
440,1,1,1,1,3,1,1,5,2,1,1,1,1,2,1,4,2
441,1,1,1,1,7,1,1,3,1,1,1,1,1,2,2,4,2
442,1,1,1,1,3,1,1,5,1,1,1,1,1,2,1,4,2
443,1,1,1,1,4,1,1,3,2,1,2,1,1,2,2,3,2
444,1,1,1,1,4,1,1,3,2,1,3,1,1,2,2,4,2
445,2,1,3,4,4,1,1,4,2,1,2,1,1,2,2,5,1
446,2,1,1,1,7,1,1,5,1,1,2,1,1,2,1,5,2
447,2,1,1,1,2,1,1,5,1,1,3,1,2,2,1,5,2
448,2,1,1,1,3,1,1,3,2,1,1,1,1,2,2,4,2
449,2,1,1,1,3,1,1,5,1,1,1,1,2,2,2,4,1
450,2,1,1,1,5,1,1,4,1,1,1,1,1,2,2,5,2
451,2,1,1,1,6,1,1,3,1,1,3,1,2,2,1,5,2
452,2,1,1,1,3,1,1,3,2,1,1,1,1,2,2,4,2
453,2,1,1,1,7,1,1,5,1,1,2,1,1,2,1,5,2
454,2,1,1,1,2,1,1,3,1,1,1,1,2,2,2,5,2
455,2,1,1,1,4,1,1,5,2,1,1,1,1,2,2,5,2
456,2,1,1,1,5,1,1,3,2,1,2,1,2,2,2,5,2
457,2,1,1,1,3,1,1,3,2,1,1,1,1,2,1,4,2
458,2,1,1,1,6,1,1,5,1,1,3,1,1,2,1,5,2
459,2,1,1,1,4,1,1,3,1,1,1,1,1,2,2,2,2
460,2,1,1,1,2,1,1,3,1,1,3,1,1,2,2,3,8
461,2,1,1,1,7,3,3,3,1,1,1,1,1,2,2,4,8
462,2,1,1,1,5,1,1,5,1,1,3,1,1,2,2,4,2
463,2,1,1,1,5,1,1,5,1,1,3,1,1,2,1,5,2
464,2,1,1,1,7,1,1,4,1,3,1,1,1,2,2,3,2
465,2,1,1,1,5,1,1,4,1,1,1,1,1,2,1,3,
466,2,1,1,1,6,1,1,3,1,1,3,1,1,2,2,3,1
467,2,1,1,1,7,1,1,5,1,1,2,1,2,2,1,5,2
468,2,1,1,1,7,1,1,4,1,1,1,1,1,2,2,4,1
469,2,1,1,1,4,1,1,5,1,3,1,1,1,2,2,5,2
470,2,1,1,1,7,1,1,2,3,1,3,1,1,2,1,4,
471,2,1,1,1,4,1,1,5,1,1,2,1,1,2,1,5,1
472,2,1,1,1,5,1,1,5,1,1,1,1,1,2,2,5,1
473,2,1,1,1,4,1,1,4,1,1,1,1,1,2,2,5,2
474,2,1,1,1,5,1,1,5,1,1,3,1,1,2,2,5,1
475,2,1,1,1,5,1,1,4,2,2,2,2,1,2,2,4,8
476,2,1,1,1,3,1,1,4,2,1,1,1,1,2,2,3,1
477,2,1,1,1,5,1,1,3,1,1,1,1,1,2,2,5,1
478,2,1,1,1,4,1,1,6,1,1,3,1,1,2,1,4,8
479,2,1,1,1,7,2,3,3,1,1,1,1,1,2,2,2,2
480,2,1,1,1,3,1,1,4,3,1,3,1,1,2,1,3,1
481,2,1,1,1,7,1,1,3,2,1,2,1,1,2,1,4,1
482,2,1,1,1,3,1,1,5,1,1,1,1,2,2,2,4,1
483,2,1,1,1,5,1,1,5,1,1,1,1,1,2,1,5,2
484,2,1,1,1,3,1,1,6,1,1,1,1,2,2,2,5,2
485,2,1,1,1,2,1,1,4,2,1,1,1,1,2,2,5,2
486,2,1,1,1,4,1,1,5,2,3,2,2,1,2,1,5,1
487,2,1,1,1,5,1,1,5,3,1,2,1,1,2,2,4,2
488,2,1,1,1,5,1,1,4,1,3,1,1,1,2,2,5,2
489,2,1,1,1,5,1,1,4,2,2,1,1,1,2,1,5,1
490,2,1,1,1,4,1,1,4,1,2,1,1,1,2,1,5,2
491,2,1,1,1,3,1,1,3,3,1,1,1,1,2,2,5,2
492,2,1,1,1,5,1,1,3,1,1,3,1,1,2,2,4,1
493,2,1,1,1,7,1,1,4,2,1,2,1,1,2,2,5,1
494,2,1,1,1,7,1,1,2,3,2,1,1,1,2,1,2,1
495,2,1,1,1,4,1,1,3,1,1,1,1,1,2,2,3,2
496,2,1,1,1,5,1,1,5,1,1,1,1,1,2,2,5,2
497,2,1,1,1,6,1,1,5,2,1,3,1,1,2,1,5,2
498,2,1,1,1,4,1,1,4,2,2,2,2,1,2,1,5,2
499,2,1,3,4,6,1,1,3,2,1,3,1,1,2,2,4,2
500,2,1,1,1,4,1,1,6,1,1,1,1,1,2,1,5,1
501,2,1,1,1,4,1,1,5,1,1,3,1,1,2,2,5,1
502,2,1,1,1,5,3,3,3,1,1,1,1,1,2,1,3,1
503,2,1,1,1,7,1,2,3,1,3,3,1,1,2,2,3,1
504,2,1,1,1,2,1,1,3,3,1,1,1,1,2,2,5,2
505,2,1,1,1,3,1,1,4,2,1,2,1,1,2,2,5,2
506,2,1,1,1,4,1,3,3,1,3,1,1,1,2,1,5,2
507,2,1,1,1,7,1,1,4,1,1,1,1,1,2,2,5,2
508,2,1,1,1,4,1,1,5,1,1,1,1,1,2,2,3,2
509,2,1,1,1,3,1,1,3,2,1,3,1,1,2,2,1,2
510,2,1,1,1,5,1,1,6,1,1,3,1,1,2,1,5,1
511,2,1,1,1,6,1,1,3,1,1,1,1,1,2,2,3,2
512,2,1,1,1,7,1,1,3,3,1,1,1,1,2,1,4,2
513,2,1,1,1,6,1,1,5,1,1,3,1,1,2,1,4,2
514,2,1,1,1,5,3,3,5,1,3,1,1,2,2,1,5,2
515,2,1,1,1,5,1,1,5,1,3,1,1,1,2,2,5,2
516,2,1,1,1,4,1,1,5,1,1,3,1,1,2,1,5,2
517,2,1,1,1,4,1,1,4,1,1,1,1,1,2,2,4,2
518,2,1,1,1,5,1,1,4,1,1,1,1,1,2,2,5,2
519,2,1,1,1,7,3,3,4,1,1,1,1,1,2,1,5,2
520,2,1,1,1,5,1,1,4,2,3,1,1,2,2,2,3,2
521,2,1,1,1,3,1,1,5,1,1,1,1,1,2,2,5,1
522,2,1,1,1,6,1,1,5,1,1,1,1,1,2,1,5,2
523,2,1,1,1,5,1,1,4,1,1,1,1,1,2,2,5,1
524,2,1,1,1,7,1,1,5,3,1,1,1,1,2,1,5,1
525,2,1,1,1,7,1,1,4,1,1,1,1,1,2,1,5,1
526,2,1,1,1,6,1,1,3,1,1,1,1,1,2,1,4,2
527,2,1,1,1,5,1,2,4,1,1,2,1,1,2,2,5,2
528,2,1,1,1,5,1,1,3,1,1,1,1,1,2,1,4,2
529,2,1,1,1,6,1,1,3,2,1,3,1,1,2,2,5,2
530,2,1,1,1,4,1,1,3,1,1,1,1,2,2,2,4,2
531,2,1,1,1,6,2,3,6,3,3,3,3,1,2,1,5,2
532,2,1,1,1,4,1,1,3,1,1,3,1,1,2,2,5,2
533,2,1,1,1,7,2,3,3,2,1,3,1,1,2,1,4,2
534,2,1,1,1,6,1,1,3,2,1,3,1,1,2,2,3,8
535,2,1,1,1,6,1,1,5,1,1,1,1,1,2,2,5,2
536,2,1,1,1,6,1,1,6,1,1,1,1,1,2,1,5,2
537,2,1,1,1,7,1,1,4,1,3,1,1,1,2,2,5,2
538,2,1,1,1,5,1,1,4,1,1,1,1,1,2,2,4,2
539,2,1,5,1,4,1,1,5,3,3,3,3,1,2,2,5,2
540,2,1,1,1,5,1,1,4,1,1,1,1,1,2,1,5,2
541,2,1,1,1,5,1,1,4,1,1,1,1,1,2,2,5,2
542,2,1,1,1,5,1,1,5,2,1,1,1,2,2,1,5,2
543,2,1,1,1,7,1,1,5,1,1,3,1,1,2,2,5,2
544,2,1,1,1,4,1,1,4,3,1,3,1,1,2,2,4,1
545,2,1,1,1,3,1,1,3,1,1,3,1,1,2,2,2,1
546,2,1,1,1,7,1,1,3,1,1,1,1,1,2,1,5,1
547,2,1,1,1,4,1,1,5,2,1,1,1,1,2,2,4,1
548,2,1,1,1,6,1,1,4,1,3,1,1,1,2,1,4,2
549,2,1,1,1,4,1,1,4,2,2,2,2,1,2,1,2,1
550,2,1,1,1,3,1,1,4,1,1,1,1,1,2,2,4,2
551,2,1,1,1,5,1,1,4,1,1,1,1,1,2,2,4,2
552,2,1,1,1,6,1,1,3,1,1,1,1,1,2,2,5,1
553,2,1,1,1,4,1,1,3,1,1,1,1,1,2,2,3,1
554,2,1,1,1,6,1,1,6,1,1,3,1,2,2,1,5,2
555,2,1,1,1,7,1,1,3,3,1,3,1,1,2,1,2,2
556,2,1,1,1,4,1,1,4,1,1,1,1,1,2,1,1,1
557,2,1,1,1,4,1,1,5,1,1,1,1,1,2,2,5,2
558,2,1,1,1,4,1,1,5,1,1,1,1,1,2,1,5,2
559,2,1,1,1,5,1,1,4,3,1,1,1,1,2,2,5,2
560,2,1,1,3,6,1,1,1,3,1,1,1,1,2,1,2,8
561,2,1,1,1,5,1,1,4,1,1,1,1,1,2,2,5,8
562,2,1,1,1,7,1,1,5,2,2,1,1,2,2,1,5,1
563,2,1,1,1,7,1,1,3,1,1,1,1,1,2,2,3,1
564,2,1,1,1,2,1,1,5,1,1,1,1,1,2,2,5,2
565,2,1,1,1,7,1,1,3,1,1,1,1,2,2,1,4,2
566,2,1,1,1,5,1,1,4,1,1,1,1,1,2,2,4,2
567,2,1,1,1,7,1,1,6,1,2,2,1,1,2,1,5,2
568,2,1,1,1,6,1,1,4,1,1,3,1,1,2,1,5,8
569,2,1,1,1,7,1,1,5,1,1,1,1,1,2,2,5,2
570,2,1,1,1,4,1,1,3,1,1,1,1,1,2,2,3,2
571,2,1,1,1,4,1,1,4,1,1,1,1,2,2,1,5,2
572,2,1,1,1,5,1,1,5,1,1,3,1,1,2,2,5,2
573,2,1,1,1,5,1,1,4,1,1,1,1,1,2,2,5,1
574,2,1,1,1,3,1,1,6,1,1,1,1,2,1,1,5,1
575,2,1,1,1,6,1,1,5,2,1,2,1,1,2,1,5,2
576,2,1,1,1,4,1,1,3,2,2,2,2,1,2,2,4,2
577,2,1,1,1,5,1,2,3,1,1,1,1,1,2,1,4,1
578,2,1,1,1,4,1,1,3,1,1,1,1,1,2,2,3,2
579,2,1,4,1,5,1,1,4,2,1,2,1,1,2,1,5,1
580,2,1,1,1,3,1,1,5,2,1,1,1,2,2,2,5,2
581,2,1,1,1,5,1,1,4,1,1,3,1,1,2,2,4,2
582,2,1,1,1,6,1,1,6,1,1,1,1,1,2,1,5,2
583,2,1,1,1,5,1,1,3,1,1,2,1,1,2,2,3,1
584,2,1,1,1,5,1,1,3,1,1,1,1,1,2,2,4,2
585,2,1,1,1,5,1,1,5,1,1,1,1,1,2,2,5,2
586,2,1,1,1,5,1,1,3,1,2,2,1,1,2,1,5,1
587,2,1,1,1,7,1,1,6,1,1,1,1,1,2,2,5,1
588,2,1,1,1,7,1,1,6,1,1,1,1,1,2,1,4,2
589,2,1,1,1,4,1,1,3,1,1,1,1,1,2,2,3,2
590,2,1,1,1,7,1,1,4,1,1,1,1,1,2,2,3,2
591,2,1,1,1,4,1,1,5,1,1,3,1,1,2,2,3,2
592,2,1,1,1,3,1,1,5,1,1,2,1,2,2,1,4,2
593,2,1,1,1,3,1,1,5,1,1,1,1,2,2,1,5,1
594,2,1,1,1,6,1,1,4,1,1,1,1,1,2,2,4,2
595,2,1,1,1,5,1,1,4,3,1,3,1,1,2,2,5,2
596,2,1,1,1,3,1,1,4,1,1,1,1,1,2,2,5,1
597,2,1,1,1,4,1,1,2,1,1,3,1,1,2,2,4,2
598,2,1,1,1,4,1,1,3,3,1,1,1,2,1,1,4,8
599,2,1,1,1,4,1,1,5,1,1,2,1,1,2,1,4,2
600,2,1,1,1,3,1,1,5,1,1,3,1,1,2,1,3,1
601,2,1,1,1,5,1,1,4,1,1,1,1,2,2,2,3,2
602,2,1,1,1,3,1,1,5,1,1,1,1,1,2,2,5,2
603,2,1,1,1,6,1,1,3,1,1,1,1,1,2,1,5,1
604,2,1,1,1,5,1,1,3,1,1,1,1,1,2,1,3,1
605,2,1,1,1,4,1,1,5,1,1,1,1,1,1,2,4,2
606,2,1,1,1,5,1,1,5,1,1,1,1,1,2,2,4,2
607,2,1,1,1,3,1,1,5,1,1,1,1,2,1,2,4,1
608,2,1,1,1,3,1,1,3,2,1,3,1,1,2,1,1,1
609,2,1,1,1,7,1,1,5,1,1,3,1,1,2,2,4,2
610,2,1,1,1,6,1,1,3,1,1,3,1,1,2,1,4,1
611,2,1,1,1,4,1,1,5,2,1,1,1,1,2,2,5,2
612,1,1,2,3,4,1,1,2,2,1,1,1,2,2,1,5,2
613,1,1,2,2,2,1,1,3,3,1,1,1,1,2,1,3,2
614,1,1,2,2,4,1,1,4,3,1,3,1,1,2,2,4,2
615,1,1,2,2,7,1,1,3,1,1,1,1,1,2,1,3,8
616,1,1,2,3,6,1,1,3,2,1,3,1,1,2,1,4,8
617,1,1,1,1,3,1,1,3,1,1,1,1,1,1,2,5,1
618,1,1,1,1,6,1,2,3,1,1,1,1,1,2,2,5,2
619,2,1,1,1,4,1,1,4,2,2,2,2,1,2,2,4,2
620,2,1,1,1,7,1,1,3,2,1,1,1,1,2,1,3,
621,2,1,1,1,7,1,1,3,3,2,2,2,1,2,2,2,2
622,2,1,1,1,3,1,1,4,3,1,3,1,1,2,2,4,2
623,2,1,1,1,5,1,1,3,2,1,1,1,1,2,2,3,2
624,2,1,1,1,7,1,1,5,1,1,1,1,1,2,2,5,1
625,2,1,1,1,5,1,1,5,1,1,1,1,1,2,2,5,2
626,2,1,1,1,6,1,1,3,1,1,3,1,1,2,2,4,2
627,2,1,1,1,2,1,1,3,1,1,1,1,2,1,2,3,2
628,3,1,2,3,4,1,1,2,3,3,3,3,1,2,1,1,
629,3,1,2,2,4,3,3,3,1,1,3,1,1,2,1,3,8
630,3,1,2,2,3,1,1,3,1,1,3,1,1,2,2,3,2
631,3,1,2,2,7,1,1,1,3,1,1,1,1,2,1,2,8
632,3,1,1,1,4,1,1,2,1,1,1,1,1,2,1,3,2
633,3,1,2,3,6,1,1,2,3,1,3,1,1,2,2,3,8
634,3,1,1,1,4,1,1,3,1,3,1,1,1,2,2,3,1
635,1,1,2,3,2,1,1,3,1,1,3,1,1,2,2,4,8
636,1,1,2,2,6,3,3,2,3,1,1,1,1,2,1,3,2
637,1,1,2,2,7,3,3,2,3,1,3,1,1,2,1,3,8
638,1,1,2,2,4,1,1,3,1,1,3,1,1,2,2,2,8
639,1,1,1,1,3,1,1,3,1,1,1,1,1,2,2,3,2
640,1,1,1,1,4,1,1,5,1,1,3,1,1,2,2,3,2
641,2,1,1,1,6,1,1,5,1,1,3,1,1,2,2,5,1
642,2,1,1,1,6,1,1,3,2,1,1,1,1,2,1,4,2
643,2,1,1,1,5,1,1,3,1,3,3,1,1,2,1,2,2
644,2,1,1,1,6,1,1,5,1,1,1,1,1,2,2,5,2
645,2,1,1,1,7,3,3,4,1,1,1,1,1,2,2,4,2
646,2,1,1,1,5,1,1,4,1,3,1,1,1,2,1,3,2
647,2,1,1,1,4,1,1,4,1,1,1,1,1,2,2,4,1
648,2,1,1,1,4,1,1,6,1,1,2,1,2,2,1,5,2
649,2,1,1,1,6,1,1,5,3,1,1,1,1,2,2,5,1
650,2,1,1,1,7,1,1,5,1,1,2,1,1,2,1,5,1
651,2,1,1,1,1,1,1,3,1,1,3,1,1,2,2,1,8
652,2,1,1,1,5,1,1,3,1,1,1,1,1,2,1,2,2
653,2,1,1,1,3,1,1,4,3,1,3,1,1,2,1,2,1
654,2,1,1,1,5,1,1,3,1,1,3,1,1,2,2,3,
655,2,1,1,1,4,1,1,3,1,3,1,1,2,2,2,2,1
656,2,1,1,1,4,1,1,3,1,1,1,1,1,2,2,3,2
657,2,1,1,1,6,1,1,3,2,1,3,1,1,2,2,2,2
658,2,1,1,1,4,1,1,4,1,1,1,1,1,1,2,4,8
659,2,1,1,1,6,1,1,4,2,1,1,1,1,2,1,5,2
660,2,1,1,1,3,1,1,4,1,1,1,1,1,2,2,4,1
661,2,1,1,1,6,1,1,5,3,3,3,3,1,2,1,1,2
662,2,1,1,1,4,1,1,5,1,1,1,1,1,2,2,5,1
663,2,1,1,1,6,1,1,4,3,1,1,1,1,2,1,5,2
664,2,1,1,1,4,1,1,4,1,1,2,1,1,2,2,5,2
665,2,1,1,1,4,1,1,4,1,1,3,1,1,2,2,3,2
666,2,1,1,1,6,1,1,3,1,1,1,1,1,2,2,4,2
667,2,1,1,1,5,1,1,3,1,1,3,1,1,2,2,4,2
668,2,1,1,1,3,1,1,3,1,1,3,1,1,1,1,2,2
669,2,1,1,1,4,1,1,3,3,1,2,1,1,2,2,4,2
670,2,1,1,1,5,1,1,3,1,1,1,1,1,2,2,3,2
671,2,1,1,1,5,1,1,5,1,1,3,1,1,2,1,5,1
672,2,1,1,1,5,1,1,5,1,1,3,1,1,2,2,4,8
673,2,1,1,1,3,1,1,3,1,1,1,1,1,2,2,3,1
674,2,1,1,1,4,1,1,4,1,1,3,1,1,2,2,2,2
675,2,1,1,1,6,1,1,4,2,1,1,1,2,2,1,4,2
676,2,1,1,1,3,2,3,4,1,1,3,1,1,2,2,2,2
677,2,1,1,1,6,1,1,4,1,1,1,1,1,2,1,4,8
678,2,1,1,1,3,1,1,5,1,1,3,1,1,2,1,4,1
679,3,1,2,2,3,1,1,1,3,1,3,1,1,2,2,1,
680,3,1,2,2,4,1,1,2,3,1,1,1,2,2,1,1,
681,3,1,2,2,5,1,1,3,3,3,3,3,1,2,1,1,
682,3,1,2,2,1,1,1,3,3,3,3,3,2,1,1,1,
683,2,1,1,1,3,1,1,4,1,1,2,1,1,1,2,3,2
684,2,1,1,1,4,1,1,5,1,1,1,1,1,2,2,4,1
685,2,1,1,1,5,1,1,4,2,1,3,1,1,2,2,2,2
686,2,1,1,1,6,1,1,4,3,1,1,1,1,2,2,5,2
687,2,1,1,1,5,1,1,3,3,1,1,1,1,2,2,3,2
688,2,1,1,1,4,1,1,3,2,1,1,1,1,2,1,4,1
689,2,1,1,1,6,1,1,3,1,1,3,1,1,2,2,3,2
690,2,1,1,1,3,1,1,5,3,1,3,1,1,2,1,5,2
691,2,1,1,1,6,1,1,6,1,1,1,1,1,2,1,5,2
692,2,1,1,1,6,1,1,3,3,1,1,1,1,2,2,3,2
693,2,1,3,4,5,1,1,4,1,1,1,1,1,2,2,4,2
694,2,1,1,1,7,1,1,3,1,1,2,1,1,2,2,4,2
695,2,1,1,1,7,1,1,3,1,1,1,1,1,2,1,5,2
696,2,1,1,1,4,1,1,3,1,1,2,1,1,2,2,2,2
697,2,1,1,1,5,1,1,4,1,1,1,1,1,2,1,5,2
698,2,1,1,1,5,1,1,5,1,1,1,1,1,2,1,5,2
699,2,1,1,1,4,1,1,4,1,1,3,1,1,2,2,5,2
700,2,1,1,1,3,1,1,5,3,1,3,1,1,2,2,4,1
701,2,1,1,1,6,1,1,4,2,1,1,1,1,2,2,1,2
702,2,1,1,1,6,1,1,5,2,1,3,1,1,2,1,4,2
703,2,1,1,1,7,1,1,4,3,1,1,1,1,2,1,5,1
704,2,1,1,1,4,1,1,4,3,1,3,1,1,2,2,5,2
705,2,1,1,1,7,1,1,4,1,1,1,1,1,2,1,2,2
706,2,1,1,1,5,1,1,4,3,1,1,1,1,2,2,5,2
707,2,1,1,1,7,1,1,5,1,1,1,1,1,2,1,5,2
708,2,1,1,1,7,1,1,5,1,1,1,1,1,2,2,5,2
709,2,1,1,1,5,1,1,6,3,3,3,3,1,2,1,5,2
710,2,1,1,1,5,1,1,6,1,1,3,1,1,2,1,5,2
711,2,1,1,1,5,1,1,6,1,1,2,1,1,2,1,5,2
712,2,1,1,1,5,1,1,4,3,1,3,1,1,2,2,4,2
713,2,1,1,1,1,1,1,3,1,2,1,1,1,2,2,2,2
714,2,1,1,1,7,1,1,4,1,1,1,1,1,2,2,5,2
715,2,1,1,1,5,1,1,4,1,1,1,1,1,2,2,4,1
716,2,1,1,1,6,1,1,5,1,1,1,1,1,2,2,5,2
717,2,1,1,1,4,1,1,3,1,1,1,1,1,2,2,5,2
718,2,1,1,1,5,1,1,3,1,1,1,1,1,2,1,3,1
719,2,1,1,1,6,1,1,5,2,1,1,1,1,2,1,3,2
720,2,1,1,1,5,1,1,6,1,1,1,1,1,2,1,5,2
721,2,1,1,1,7,3,3,3,1,1,3,1,1,2,1,5,2
722,2,1,1,1,7,1,1,6,1,1,1,1,1,2,1,5,1
723,2,1,1,1,6,1,1,3,2,1,2,1,1,2,1,4,2
724,2,1,1,1,3,1,1,4,3,1,1,1,1,2,1,3,1
725,1,1,1,1,6,2,1,6,1,2,3,1,2,2,1,5,2
726,1,1,1,1,6,1,2,4,1,1,3,1,1,2,2,5,2
727,1,1,1,1,4,1,1,5,1,1,1,1,1,2,2,5,2
728,1,1,1,1,3,1,1,4,3,1,1,1,1,2,2,5,2
729,1,1,1,1,3,1,2,5,1,1,1,1,1,2,2,5,2
730,1,1,1,1,6,1,1,3,1,1,1,1,1,2,2,5,2
731,1,1,1,1,5,1,1,3,1,1,1,1,1,2,2,4,1
732,1,1,1,1,5,1,1,4,1,1,1,1,2,2,2,5,2
733,1,1,1,1,7,1,2,4,1,1,1,1,1,2,2,5,2
734,1,1,1,1,4,1,1,5,2,1,1,1,2,2,1,4,2
735,1,1,1,1,7,1,1,4,1,1,1,1,1,2,2,5,2
736,1,1,1,1,3,1,1,3,1,1,2,1,1,2,2,4,2
737,1,1,1,1,7,1,1,5,1,1,1,1,1,2,2,5,2
738,1,1,1,1,6,1,1,3,2,1,1,1,1,2,1,4,2
739,1,1,1,1,5,1,1,5,1,1,2,1,1,2,1,5,2
740,1,1,1,1,2,1,2,5,2,1,1,1,1,2,1,3,2
741,1,1,5,1,6,1,1,5,2,1,2,1,2,2,1,5,2
742,1,1,1,1,4,1,1,5,1,1,1,1,2,1,1,5,2
743,1,1,1,1,4,1,1,5,1,1,1,1,1,2,1,5,2
744,1,1,1,1,3,1,1,5,3,1,1,1,2,2,1,5,2
745,1,1,3,4,6,1,1,4,3,1,1,1,1,2,2,5,8
746,1,1,1,1,5,2,3,4,1,1,1,1,1,2,1,4,2
747,1,1,1,1,7,1,1,5,1,3,2,1,1,2,2,5,2
748,1,1,4,6,4,1,1,3,1,1,2,1,1,2,1,5,2
749,1,1,4,1,7,1,1,5,1,1,1,1,1,2,1,5,2
750,1,1,1,1,6,1,1,4,1,1,1,1,1,2,2,4,2
751,1,1,1,1,5,1,1,5,1,1,3,1,1,2,1,5,2
752,1,1,1,1,4,1,1,5,1,1,1,1,1,1,1,5,2
753,1,1,1,1,6,1,1,4,2,1,1,1,1,2,2,5,2
754,1,1,1,1,5,1,1,5,1,1,1,1,1,2,2,5,2
755,1,1,1,1,6,1,1,3,2,1,3,1,1,2,1,5,2
756,1,1,1,1,7,1,1,3,3,1,1,1,1,2,1,5,2
757,1,1,1,1,6,1,1,6,1,3,1,1,1,2,1,5,
